# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 2a5f05d4e2e9c6190ef6c6d28ff9f032d06d6e15c8d1d03d429d0cb72dda5140
# retrieved: 2026-08-21T03:15:49Z
iata,ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region,municipality,scheduled_service
CTQ,BR-2236,small_airport,Santa Vitória do Palmar Airport,-33.502038,-53.344911,BR,BR-RS,Santa Vitória do Palmar,no
CTR,YCAC,small_airport,Cattle Creek Airport,-17.607000,131.548996,AU,AU-NT,,no
CTS,RJCC,large_airport,New Chitose Airport,42.774753,141.690414,JP,JP-01,Sapporo,yes
CTT,LFMQ,medium_airport,Le Castellet Airport,43.252499,5.785190,FR,FR-PAC,"Le Castellet, Var",no
CTU,ZUUU,large_airport,Chengdu Shuangliu International Airport,30.558257,103.945966,CN,CN-51,Chengdu (Shuangliu),yes
CTV,AO-0001,small_airport,Catoca Airport,-9.431359,20.311557,AO,AO-LSU,Saurimo,no
CTW,KP52,small_airport,Cottonwood Airport,34.730000,-112.035004,US,US-AZ,Cottonwood,no
CTX,KN03,small_airport,Cortland County Chase Field,42.592602,-76.214897,US,US-NY,Cortland,no
CTY,KCTY,small_airport,Cross City Airport,29.635500,-83.104797,US,US-FL,Cross City,no
CTZ,KCTZ,small_airport,Sampson County Airport,34.975601,-78.364601,US,US-NC,Clinton,no
CUA,MMDA,small_airport,Ciudad Constitución National Airport,25.053801,-111.614998,MX,MX-BCS,Comondú,yes
CUB,KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.970501,-80.995201,US,US-SC,Columbia,no
CUC,SKCC,medium_airport,Camilo Daza International Airport,7.927570,-72.511500,CO,CO-NSA,Cúcuta,yes
CUD,YCDR,small_airport,Caloundra Airport,-26.803360,153.104975,AU,AU-QLD,Caloundra,no
CUE,SECU,medium_airport,Mariscal Lamar Airport,-2.889470,-78.984398,EC,EC-A,Cuenca,yes
CUF,LIMZ,medium_airport,Cuneo International Airport,44.547458,7.623045,IT,IT-21,Levaldigi (CN),yes
CUG,YCUA,small_airport,Cudal Airport,-33.278026,148.768708,AU,AU-NSW,,no
CUH,KCUH,small_airport,Cushing Municipal Airport,35.950496,-96.772371,US,US-OK,Cushing,no
CUI,SK-059,small_airport,Currillo Airport,4.666667,-72.000000,CO,CO-CAS,Currillo,no
CUJ,CUJ,small_airport,Culion Airport,11.855300,119.937800,PH,PH-PLW,Culion,no
CUK,BZ-CUK,medium_airport,Caye Caulker Airport,17.735015,-88.032862,BZ,BZ-BZ,Caye Caulker,yes
CUL,MMCL,large_airport,Bachigualato Federal International Airport,24.765040,-107.475228,MX,MX-SIN,Culiacán,yes
CUM,SVCU,medium_airport,Antonio José de Sucre Airport,10.450333,-64.130470,VE,VE-R,Cumaná,yes
CUN,MMUN,large_airport,Cancún International Airport,21.040817,-86.873470,MX,MX-ROO,Cancún,yes
CUO,SKCR,small_airport,Carurú Airport,1.013822,-71.297343,CO,CO-VAU,Carurú,no
CUP,SVCP,medium_airport,General Francisco Bermúdez Airport,10.660014,-63.261681,VE,VE-R,Carúpano,yes
CUQ,YCOE,medium_airport,Coen Airport,-13.761133,143.113311,AU,AU-QLD,Coen,yes
CUR,TNCC,large_airport,Hato International Airport,12.188900,-68.959801,CW,CW-U-A,Willemstad,yes
CUS,0NM0,small_airport,Columbus Airport,31.823898,-107.629924,US,US-NM,Columbus,no
CUT,SAZW,medium_airport,Cutral-Co Airport,-38.939701,-69.264603,AR,AR-Q,Cutral-Co,no
CUU,MMCU,large_airport,General Roberto Fierro Villalobos International Airport,28.702649,-105.963764,MX,MX-CHH,Chihuahua,yes
CUV,SVCG,small_airport,Casigua El Cubo Airport,8.758140,-72.536301,VE,VE-V,Casigua El Cubo,no
CUY,YCUE,small_airport,Cue Airport,-27.450663,117.917703,AU,AU-WA,,no
CUZ,SPZO,large_airport,Alejandro Velasco Astete International Airport,-13.535700,-71.938797,PE,PE-CUS,Cusco,yes
CVB,AYCB,small_airport,Chungribu Airport,-4.806620,144.714996,PG,PG-MPM,Chungribu,no
CVC,YCEE,medium_airport,Cleve Airport,-33.709702,136.505005,AU,AU-SA,,no
CVE,SKCV,medium_airport,Coveñas Airport,9.400920,-75.691300,CO,CO-SUC,Coveñas,no
CVF,LFLJ,small_airport,Courchevel Altiport,45.397531,6.634980,FR,FR-ARA,Saint-Bon,no
CVG,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,US,US-KY,Cincinnati / Covington,yes
CVH,SAHE,small_airport,Caviahue Airport,-37.851398,-71.009201,AR,AR-Q,Lafontaine,no
CVI,AR-0007,small_airport,Caleta Olivia Airport,-46.374280,-67.594090,AR,AR-Z,Caleta Olivia,no
CVJ,MMCB,medium_airport,General Mariano Matamoros International Airport,18.833922,-99.261818,MX,MX-MOR,Temixco,no
CVL,CVL,small_airport,Cape Vogel Airport,-9.670000,150.019722,PG,PG-MBA,,no
CVM,MMCV,medium_airport,General Pedro Jose Mendez International Airport,23.703300,-98.956497,MX,MX-TAM,Ciudad Victoria,yes
CVN,KCVN,medium_airport,Clovis Municipal Airport,34.426594,-103.078794,US,US-NM,Clovis,yes
CVO,KCVO,medium_airport,Corvallis Municipal Airport,44.497200,-123.290001,US,US-OR,Corvallis,no
CVQ,YCAR,medium_airport,Carnarvon Airport,-24.884337,113.666393,AU,AU-WA,Carnarvon,yes
CVS,KCVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999,US,US-NM,Clovis,no
CVU,LPCR,small_airport,Corvo Airport,39.671501,-31.113600,PT,PT-20,Corvo,yes
CWA,KCWA,medium_airport,Central Wisconsin Airport,44.777448,-89.670238,US,US-WI,Mosinee,yes
CWB,SBCT,large_airport,Curitiba-Afonso Pena International Airport,-25.528500,-49.175800,BR,BR-PR,Curitiba,yes
CWC,UKLN,medium_airport,Chernivtsi International Airport,48.259300,25.980801,UA,UA-77,Chernivtsi,no
CWF,KCWF,small_airport,Chennault International Airport,30.210600,-93.143204,US,US-LA,Lake Charles,no
CWI,KCWI,small_airport,Clinton Municipal Airport,41.831100,-90.329102,US,US-IA,Clinton,no
CWJ,ZPCW,medium_airport,Cangyuan Washan Airport,23.276331,99.373169,CN,CN-53,Lincang (Cangyuan),yes
CWK,VECT,small_airport,Chitrakoot Airport,25.167694,80.935800,IN,IN-UP,Chitrakoot,no
CWL,EGFF,large_airport,Cardiff International Airport,51.396702,-3.343330,GB,GB-WLS,Cardiff,yes
CWR,YCWI,small_airport,Cowarie Airport,-27.711700,138.328003,AU,AU-SA,,no
CWS,78WA,small_airport,Center Island Airport,48.490046,-122.831612,US,US-WA,Center Island,yes
CWT,YCWR,medium_airport,Cowra Airport,-33.846894,148.648007,AU,AU-NSW,,no
CWW,YCOR,medium_airport,Corowa Airport,-35.994701,146.356995,AU,AU-NSW,,no
CWX,KP33,small_airport,Cochise County Airport,32.245399,-109.894997,US,US-AZ,Willcox,no
CXA,SVCD,medium_airport,Caicara del Orinoco Airport,7.625510,-66.162804,VE,VE-F,,no
CXB,VGCB,medium_airport,Cox's Bazar Airport,21.457517,91.963263,BD,BD-B,Cox's Bazar,yes
CXC,CXC,small_airport,Chitina Airport,61.582901,-144.427002,US,US-AK,Chitina,no
CXF,PACX,small_airport,Coldfoot Airport,67.252197,-150.203995,US,US-AK,Coldfoot,no
CXH,CYHC,seaplane_base,Vancouver Harbour Water Aerodrome,49.290739,-123.118541,CA,CA-BC,Vancouver,yes
CXI,PLCH,large_airport,Cassidy International Airport,1.986278,-157.350011,KI,KI-L,Kiritimati,yes
CXJ,SBCX,medium_airport,Hugo Cantergiani Regional Airport,-29.197183,-51.187647,BR,BR-RS,Caxias Do Sul,yes
CXL,KCXL,small_airport,Calexico International Airport,32.669498,-115.513000,US,US-CA,Calexico,no
CXN,HCMC,small_airport,Candala Airport,11.495627,49.909816,SO,SO-BR,Candala,no
CXO,KCXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,US,US-TX,Houston,no
CXP,WAHL,medium_airport,Tunggul Wulung Airport,-7.645060,109.033997,ID,ID-JT,Cilacap,yes
CXQ,YCRK,small_airport,Christmas Creek Station Airport,-18.872800,125.934000,AU,AU-WA,Wangkat Jungka,no
CXR,VVCR,large_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.998200,109.219002,VN,VN-SCC,Nha Trang/nha Trang aiurportCam Ranh,yes
CXT,YCHT,small_airport,Charters Towers Airport,-20.043100,146.272995,AU,AU-QLD,,no
CXY,MYCC,small_airport,Cat Cay Airport,25.554425,-79.275404,BS,BS-BI,North Cat Cay,no
CYA,MTCA,medium_airport,Antoine-Simon International Airport,18.271099,-73.788300,HT,HT-SD,Les Cayes,yes
CYB,MWCB,medium_airport,Charles Kirkconnell International Airport,19.687000,-79.882797,KY,KY-CB,West End,yes
CYC,BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,BZ,BZ-BZ,Caye Chapel,yes
CYD,MZMF,small_airport,San Ignacio Town (Maya Flats) Airstrip,17.104872,-89.101129,BZ,BZ-CY,Maya Flats,no
CYF,PACK,small_airport,Chefornak Airport,60.136667,-164.279167,US,US-AK,Chefornak,yes
CYG,YCRG,medium_airport,Corryong Airport,-36.182800,147.888000,AU,AU-VIC,,no
CYI,RCKU,medium_airport,Chiayi Airport,23.462577,120.390544,TW,TW-CYQ,Shuishang,yes
CYL,MHCS,small_airport,Coyoles Airport,15.445556,-86.675278,HN,HN-YO,Coyoles,no
CYM,CYM,seaplane_base,Chatham Seaplane Base,57.514900,-134.945999,US,US-AK,Chatham,yes
CYO,MUCL,medium_airport,Vilo Acuña International Airport,21.616501,-81.545998,CU,CU-99,Cayo Largo del Sur,yes
CYP,RPVC,medium_airport,Calbayog Airport,12.072574,124.545080,PH,PH-WSA,Calbayog City,yes
CYR,SUCA,small_airport,Colonia Laguna de Los Patos International Airport,-34.456402,-57.770599,UY,UY-CO,Colonia del Sacramento,no
CYS,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,US,US-WY,Cheyenne,yes
CYT,PACY,small_airport,Yakataga Airport,60.080974,-142.494541,US,US-AK,Yakataga,yes
CYU,RPLO,small_airport,Cuyo Airport,10.858100,121.069000,PH,PH-PLW,Cuyo,yes
CYW,MMCY,medium_airport,Captain Rogelio Castillo National Airport,20.545998,-100.886539,MX,MX-GUA,Celaya,no
CYX,UESS,medium_airport,Cherskiy Airport,68.740601,161.337997,RU,RU-SA,Cherskiy,yes
CYZ,RPUY,medium_airport,Cauayan Airport,16.929899,121.752998,PH,PH-ISA,Cauayan City,yes
CZA,MMCT,small_airport,Chichén Itzá International Airport,20.641300,-88.446198,MX,MX-YUC,Tinúm,no
CZB,SSAK,small_airport,Carlos Ruhl Airport,-28.657934,-53.610095,BR,BR-RS,Cruz Alta,no
CZC,Z93,small_airport,Copper Center 2 Airport,61.943713,-145.299398,US,US-AK,Copper Center,no
CZE,SVCR,medium_airport,José Leonardo Chirinos Airport,11.414944,-69.680901,VE,VE-I,Coro,yes
CZF,PACZ,medium_airport,Cape Romanzof LRRS Airport,61.780300,-166.039002,US,US-AK,Cape Romanzof,no
CZH,BZ-CZH,medium_airport,Corozal Airport,18.382200,-88.411903,BZ,BZ-CZL,Corozal,yes
CZJ,CZJ,small_airport,Corazón de Jesús Airport,9.446860,-78.575678,PA,PA-GY,Tupile,no
CZK,KCZK,small_airport,Cascade Locks State Airport,45.676599,-121.878879,US,US-OR,Cascade Locks,no
CZL,DABC,large_airport,Mohamed Boudiaf International Airport,36.276001,6.620390,DZ,DZ-25,Constantine,yes
CZM,MMCZ,large_airport,Cozumel International Airport,20.514922,-86.928538,MX,MX-ROO,Cozumel,yes
CZN,CZN,small_airport,Chisana Airport,62.071201,-142.048004,US,US-AK,Chisana,no
CZO,CZO,small_airport,Chistochina Airport,62.563499,-144.669006,US,US-AK,Chistochina,no
CZP,Z71,seaplane_base,Cape Pole Seaplane Base,55.966301,-133.796997,US,US-AK,Cape Pole,no
CZR,UIAR,small_airport,Chara Airport,56.914423,118.270072,RU,RU-ZAB,Chara,no
CZS,SBCZ,medium_airport,Cruzeiro do Sul Airport,-7.599910,-72.769501,BR,BR-AC,Cruzeiro Do Sul,yes
CZT,KCZT,small_airport,Dimmit County Airport,28.522200,-99.823601,US,US-TX,Carrizo Springs,no
CZU,SKCZ,medium_airport,Las Brujas Airport,9.332740,-75.285600,CO,CO-SUC,Corozal,yes
CZX,ZSCG,medium_airport,Changzhou Benniu International Airport,31.920485,119.775460,CN,CN-32,Changzhou,yes
CZY,YUNY,small_airport,Cluny Airport,-24.516701,139.617004,AU,AU-QLD,,no
DAA,KDAA,medium_airport,Davison Army Air Field,38.715000,-77.181000,US,US-VA,Fort Belvoir,no
DAB,KDAB,medium_airport,Daytona Beach International Airport,29.182550,-81.059464,US,US-FL,Daytona Beach,yes
DAC,VGHS,large_airport,Hazrat Shahjalal International Airport,23.843347,90.397783,BD,BD-C,Dhaka,yes
DAD,VVDN,large_airport,Da Nang International Airport,16.043900,108.198997,VN,VN-SCC,Da Nang,yes
DAF,DAF,small_airport,Daup Airport,-4.740300,145.951500,PG,PG-MPM,,no
DAG,KDAG,medium_airport,Barstow Daggett Airport,34.853699,-116.787003,US,US-CA,Daggett,no
DAH,DAH,small_airport,Dathina Airport,13.866884,46.133473,YE,YE-AB,Dathina,no
DAK,HEDK,small_airport,Dakhla Oasis Airport,25.411160,29.003273,EG,EG-WAD,Dakhla Oases,no
DAL,KDAL,large_airport,Dallas Love Field,32.844776,-96.847653,US,US-TX,Dallas,yes
DAM,OSDI,large_airport,Damascus International Airport,33.411499,36.515598,SY,SY-DI,Damascus,yes
DAN,KDAN,medium_airport,Danville Regional Airport,36.572899,-79.336098,US,US-VA,Danville,no
DAO,DAO,small_airport,Dabo Airport,-8.431944,147.843056,PG,PG-NPP,,no
DAP,VNDL,small_airport,Darchula Airport,29.668571,80.548199,NP,NP-P7,Darchula,no
DAR,HTDA,large_airport,Julius Nyerere International Airport,-6.873499,39.207288,TZ,TZ-02,Dar es Salaam,yes
DAS,CFF4,small_airport,Great Bear Lake Airport,66.703053,-119.716816,CA,CA-NT,Great Bear Lake,no
DAT,ZBDT,large_airport,Datong Yungang International Airport,40.061390,113.480509,CN,CN-14,Datong,yes
DAU,AYDU,medium_airport,Daru Airport,-9.086760,143.207993,PG,PG-WPD,Daru,yes
DAV,MPDA,medium_airport,Enrique Malek International Airport,8.388983,-82.436425,PA,PA-4,David,yes
DAX,ZUDX,small_airport,Dachuan Airport,31.130200,107.429500,CN,CN-51,Dazhou (Daxian),yes
DAY,KDAY,medium_airport,James M. Cox Dayton International Airport,39.902401,-84.219398,US,US-OH,Dayton,yes
DAZ,OADZ,small_airport,Darwaz Airport,38.461798,70.881606,AF,AF-BDS,Darwaz,no
DBA,OPDB,small_airport,Dalbandin Airport,28.878300,64.399803,PK,PK-BA,Dalbandin,yes
DBB,HEAL,large_airport,El Alamein International Airport,30.924324,28.461610,EG,EG-MT,El Alamein,yes
DBC,ZYBA,medium_airport,Baicheng Chang'an Airport,45.505278,123.019722,CN,CN-22,Baicheng,yes
DBD,VEDB,medium_airport,Dhanbad Airport,23.834000,86.425301,IN,IN-BR,,no
DBK,DBK,seaplane_base,Dutch Bay SPB,8.273000,79.756000,LK,LK-6,Kalpitiya Island,no
DBM,HADM,small_airport,Debre Markos Airport,10.321501,37.741887,ET,ET-AM,Debre Markos,yes
DBN,KDBN,small_airport,W H 'Bud' Barron Airport,32.564400,-82.985298,US,US-GA,Dublin,no
DBO,YSDU,medium_airport,Dubbo City Regional Airport,-32.216702,148.574997,AU,AU-NSW,Dubbo,yes
DBP,AYDB,small_airport,Debepare Airport,-6.308611,141.905556,PG,PG-WPD,Debepare,no
DBQ,KDBQ,medium_airport,Dubuque Regional Airport,42.402000,-90.709503,US,US-IA,Dubuque,yes
DBR,VEDH,medium_airport,Darbhanga Airport,26.192801,85.916901,IN,IN-BR,Darbhanga,yes
DBS,U41,small_airport,Dubois Municipal Airport,44.162057,-112.220581,US,US-ID,Dubois,no
DBT,HADT,small_airport,Debre Tabor Airport,11.884808,38.009241,ET,ET-AM,Debre Tabor,no
DBU,DBU,seaplane_base,Dambulu Oya Tank Seaplane Base,7.860400,80.630400,LK,LK-2,Dambulla,no
DBV,LDDU,large_airport,Dubrovnik Ruđer Bošković Airport,42.562247,18.265543,HR,HR-19,Dubrovnik,yes
DBY,YDAY,small_airport,Dalby Airport,-27.158476,151.263428,AU,AU-QLD,,no
DCA,KDCA,large_airport,Ronald Reagan Washington National Airport,38.852100,-77.037697,US,US-DC,Washington,yes
DCF,TDCF,medium_airport,Canefield Airport,15.336693,-61.392108,DM,DM-10,Canefield,yes
DCI,LIED,medium_airport,Decimomannu Air Base,39.354198,8.972480,IT,IT-88,Decimomannu,no
DCK,DCK,small_airport,Dahl Creek Airport,66.943298,-156.904999,US,US-AK,Dahl Creek,no
DCM,LFCK,medium_airport,Castres Mazamet Airport,43.556301,2.289180,FR,FR-OCC,Castres,yes
DCN,YCIN,medium_airport,RAAF Base Curtin,-17.581389,123.828333,AU,AU-WA,Derby,no
DCT,MYRD,medium_airport,Duncan Town Airport,22.181801,-75.729500,BS,BS-RI,Duncan Town,no
DCU,KDCU,small_airport,Pryor Field Regional Airport,34.652699,-86.945396,US,US-AL,Decatur,no
DCY,ZUDC,medium_airport,Daocheng Yading Airport,29.316320,100.060317,CN,CN-51,Garzê (Daocheng),yes
DDC,KDDC,medium_airport,Dodge City Regional Airport,37.763401,-99.965599,US,US-KS,Dodge City,yes
DDD,VRMU,small_airport,Dhaalu Atoll Airport,2.666075,72.887118,MV,MV-17,Kudahuvadhoo,no
DDG,ZYDD,medium_airport,Dandong Langtou International Airport,40.025453,124.286690,CN,CN-21,Dandong (Zhenxing),yes
DDM,DDM,small_airport,Dodoima Airport,-8.177361,147.809444,PG,PG-NPP,,no
DDN,YDLT,small_airport,Delta Downs Airport,-16.991699,141.317001,AU,AU-QLD,,no
DDR,CN-0236,medium_airport,Shigatse Tingri Airport,28.604567,86.798000,CN,CN-54,Xigazê (Dingri),yes
DDU,OP17,small_airport,Dadu West Airport,26.740801,67.666603,PK,PK-SD,Dadu,no
DEA,OPDG,medium_airport,Dera Ghazi Khan Airport,29.961000,70.485901,PK,PK-PB,Dera Ghazi Khan,yes
DEB,LHDC,large_airport,Debrecen International Airport,47.489469,21.616278,HU,HU-HB,Debrecen,yes
DEC,KDEC,medium_airport,Decatur Airport,39.834599,-88.865700,US,US-IL,Decatur,yes
DED,VIDN,medium_airport,Dehradun Jolly Grant Airport,30.189243,78.176651,IN,IN-UT,Dehradun (Jauligrant),yes
DEE,UHSM,small_airport,Yuzhno-Kurilsk Mendeleyevo Airport,43.961066,145.684977,RU,RU-SAK,Yuzhno-Kurilsk,yes
DEF,OIAD,medium_airport,Dezful Airport,32.434399,48.397598,IR,IR-06,Dezful,yes
DEH,KDEH,small_airport,Decorah Municipal Airport,43.275501,-91.739403,US,US-IA,Decorah,no
DEI,FSSD,small_airport,Denis Island Airport,-3.802067,55.667439,SC,SC-15,Denis Island,no
DEJ,ZUDJ,medium_airport,Tongren Dejiang Airport (Under Construction),28.121000,108.163100,CN,CN-52,Tongren,no
DEL,VIDP,large_airport,Indira Gandhi International Airport,28.555630,77.095190,IN,IN-DL,New Delhi,yes
DEM,HADD,small_airport,Dembidollo Airport,8.554000,34.858002,ET,ET-OR,Dembidollo,yes
DEN,KDEN,large_airport,Denver International Airport,39.860027,-104.673792,US,US-CO,Denver,yes
DEP,VEDZ,small_airport,Daporijo Airport,27.985500,94.222801,IN,IN-AR,Daporijo,no
DEQ,DEQ,small_airport,Deqing Moganshan Airport,30.504264,120.107388,CN,CN-33,Huzhou,no
DER,AYDE,small_airport,Derim Airport,-6.144722,147.107222,PG,PG-MPL,Derim,no
DES,FSDR,small_airport,Desroches Airport,-5.696700,53.655800,SC,SC-26,Desroches Island,no
DET,KDET,medium_airport,Coleman A. Young Municipal Airport,42.409199,-83.009903,US,US-MI,Detroit,no
DEX,DEX,small_airport,Nop Goliat Dekai Airport,-4.855700,139.482006,ID,ID-PP,Dekai,yes
DEZ,OSDZ,medium_airport,Deir ez-Zor Airport,35.285400,40.175999,SY,SY-DY,Deir ez-Zor,no
DFA,CN-0073,small_airport,Shangluo Airport,33.708533,110.249284,CN,CN-61,Shangluo (Danfeng),no
DFI,KDFI,small_airport,Defiance Memorial Airport,41.337502,-84.428802,US,US-OH,Defiance,no
DFP,YDDF,small_airport,Drumduff Airport,-16.052124,143.013339,AU,AU-QLD,Palmer,no
DFW,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,US,US-TX,Dallas-Fort Worth,yes
DGA,BZ-DGA,medium_airport,Dangriga Airport,16.982510,-88.230988,BZ,BZ-SC,Dangriga,yes
DGD,YDGA,small_airport,Dalgaranga Gold Mine Airport,-27.829722,117.316389,AU,AU-WA,,no
DGE,YMDG,medium_airport,Mudgee Airport,-32.564794,149.609452,AU,AU-NSW,Mudgee,no
DGF,CAL3,small_airport,Douglas Lake Airport,50.165460,-120.171273,CA,CA-BC,Douglas Lake,no
DGH,VEDO,small_airport,Deoghar Airport,24.446842,86.704955,IN,IN-JH,Deoghar,yes
DGL,KDGL,small_airport,Douglas Municipal Airport,31.342600,-109.505997,US,US-AZ,Douglas,no
DGM,DGM,seaplane_base,Dandugama Seaplane Base,7.107900,79.872100,LK,LK-1,Colombo,no
DGN,KNDY,small_airport,Dahlgren Naval Surface Warfare Center Airport,38.332500,-77.037201,US,US-VA,Dahlgren,no
DGO,MMDO,medium_airport,General Guadalupe Victoria International Airport,24.125468,-104.527938,MX,MX-DUR,Durango,yes
DGR,NZDA,small_airport,Dargaville Aerodrome,-35.939304,173.892862,NZ,NZ-NTL,Dargaville,no
DGT,RPVD,medium_airport,Sibulan Airport,9.334183,123.301910,PH,PH-NER,Dumaguete City,yes
DGU,DFOD,small_airport,Dedougou Airport,12.459000,-3.490000,BF,BF-MOU,Dedougou,no
DGW,KDGW,small_airport,Converse County Airport,42.797199,-105.386002,US,US-WY,Douglas,no
DHA,OEDR,large_airport,King Abdulaziz Air Base,26.265400,50.152000,SA,SA-04,Dhahran,no
DHB,DHB,seaplane_base,Deer Harbor SPB,48.616667,-123.002778,US,US-WA,Deer Harbor,yes
DHD,YDRH,small_airport,Durham Downs Airport,-27.075001,141.899994,AU,AU-QLD,,no
DHF,OMAM,medium_airport,Al Dhafra Air Base,24.248199,54.547699,AE,AE-AZ,,no
DHG,DHG,small_airport,Dalnegorsk Airport,44.558748,135.490005,RU,RU-PRI,Dalnegorsk,no
DHH,ZWLK,medium_airport,Barkol Dahe Airport,43.756544,93.137164,CN,CN-65,Barkol,no
DHI,VNDH,small_airport,Dhangarhi Airport,28.755283,80.583398,NP,NP-P7,Dhangarhi,no
DHL,DHL,small_airport,Ad-Dali Airport,13.738460,44.727190,YE,YE-DA,Ad-Dali,no
DHM,VIGG,medium_airport,Kangra Airport,32.164902,76.263018,IN,IN-HP,Kangra,yes
DHN,KDHN,medium_airport,Dothan Regional Airport,31.321301,-85.449600,US,US-AL,Dothan,yes
DHR,EHKD,medium_airport,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.780620,NL,NL-NH,Den Helder,no
DHT,KDHT,medium_airport,Dalhart Municipal Airport,36.022598,-102.546997,US,US-TX,Dalhart,no
DHX,ID-0277,medium_airport,Dhoho International Airport,-7.749527,111.946831,ID,ID-JI,Kediri,yes
DIA,OTBD,large_airport,Doha International Airport,25.259431,51.565528,QA,QA-DA,Doha,yes
DIB,VEMN,medium_airport,Dibrugarh Airport,27.483900,95.016899,IN,IN-AS,Dibrugarh,yes
DIE,FMNA,medium_airport,Arrachart Airport,-12.349400,49.291698,MG,MG-D,Antisiranana,yes
DIG,ZPDQ,medium_airport,Diqing Shangri-La Airport,27.793600,99.677200,CN,CN-53,Diqing (Shangri-La),yes
DIJ,LFSD,medium_airport,Dijon Longvic airport,47.268902,5.090000,FR,FR-BFC,Dijon,yes
DIK,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,US,US-ND,Dickinson,yes
DIL,WPDL,large_airport,Presidente Nicolau Lobato International Airport,-8.546562,125.524507,TL,TL-DI,Dili,yes
DIM,DIDK,small_airport,Dimbokro Airport,6.651670,-4.640560,CI,CI-LC,Dimbokro,no
DIN,VVDB,medium_airport,Dien Bien Phu Airport,21.397499,103.008003,VN,VN-NW,Dien Bien Phu,yes
DIP,DFED,small_airport,Diapaga Airport,12.060324,1.784631,BF,BF-TAP,Diapaga,no
DIQ,SNDV,small_airport,Brigadeiro Cabral Airport,-20.180700,-44.870899,BR,BR-MG,Divinópolis,no
DIR,HADR,large_airport,Aba Tenna Dejazmach Yilma International Airport,9.623549,41.855027,ET,ET-DD,Dire Dawa,yes
DIS,FCPL,medium_airport,Ngot Nzoungou Airport,-4.206350,12.659900,CG,CG-9,Dolisie,no
DIU,VA1P,small_airport,Diu Airport,20.714185,70.921855,IN,IN-DH,Diu,yes
DIW,DIW,seaplane_base,Mawella Lagoon Seaplane Base,5.990192,80.733129,LK,LK-3,Dickwella,no
DIY,LTCC,medium_airport,Diyarbakır Airport,37.893902,40.201000,TR,TR-21,Diyarbakır,yes
DJA,DBBD,small_airport,Djougou Airport,9.692083,1.637778,BJ,BJ-DO,Djougou,no
